space	start	end	width	reads	gc	map	valid	ideal	cor.gc	cor.map	copy
chr12	43500001	44000000	500000	7314	0.36259	0.924065	TRUE	TRUE	1.01472977200189	1.00284221932766	0.0040946395498328
chr12	44000001	44500000	500000	7461	0.379494	0.907601	TRUE	TRUE	1.04042262676145	1.03148085331776	0.0447170416995403
chr12	44500001	45000000	500000	7280	0.36853	0.925307	TRUE	TRUE	1.01268384473741	1.000542875885	0.000782991832645651
chr12	45000001	45500000	500000	7339	0.368674	0.908586	TRUE	TRUE	1.02095146964286	1.01205179862971	0.0172831316466232
chr12	45500001	46000000	500000	7308	0.39573	0.910947	TRUE	TRUE	1.02579562073196	1.01644315258446	0.0235295306987713
chr12	46000001	46500000	500000	7498	0.379718	0.931948	TRUE	TRUE	1.04563482489755	1.03172784707284	0.0450624615954727
chr12	46500001	47000000	500000	7484	0.39079	0.896134	TRUE	FALSE	1.04796204158627	1.04050733957192	0.0572871416486124
chr12	47000001	47500000	500000	7504	0.384032	0.897081	TRUE	FALSE	1.04737716680699	1.03978771852424	0.0562890200079586
chr12	47500001	48000000	500000	7377	0.4043	0.888814	TRUE	FALSE	1.03875191190714	1.03246474761379	0.0460925232321192
chr12	48000001	48500000	500000	7058	0.466562	0.940615	TRUE	TRUE	1.03393032869793	1.01874647976216	0.0267950741771353
chr12	48500001	49000000	500000	7103	0.408572	0.851522	TRUE	FALSE	1.00114442486577	1.0062551972861	0.0089962347348519
chr12	49000001	49500000	500000	6807	0.48278	0.866516	TRUE	FALSE	1.00902288212369	1.0079945252268	0.0114878030743363
chr12	49500001	50000000	500000	6956	0.460228	0.842338	TRUE	FALSE	1.01467863504071	1.02577551616471	0.0367150417141758
chr12	50000001	50500000	500000	6817	0.485154	0.898574	TRUE	FALSE	1.0123325049831	1.00478540117276	0.0068874081472455
chr12	50500001	51000000	500000	7233	0.430304	0.823085	TRUE	FALSE	1.02905692522508	1.05653185662509	0.0793362681740845
chr12	51000001	51500000	500000	6978	0.422706	0.853754	TRUE	FALSE	0.9879374983937	0.991968928938548	-0.0116331625497072
chr12	51500001	52000000	500000	7131	0.446622	0.853831	TRUE	FALSE	1.02900393092845	1.03316661709552	0.0470729340420165
chr12	52000001	52500000	500000	7111	0.470098	0.912433	TRUE	TRUE	1.04408440605202	1.03428144130313	0.0486288149795174
chr12	52500001	53000000	500000	6636	0.494626	0.951567	TRUE	TRUE	0.994099207723674	0.978284307384188	-0.0316742951023061
chr12	53000001	53500000	500000	6886	0.488768	0.902216	TRUE	TRUE	1.02544527396833	1.01732047261199	0.024774223361987
chr12	53500001	54000000	500000	6750	0.478546	0.844827	TRUE	FALSE	0.997117596740004	1.00642534398089	0.00924015798878543
chr12	54000001	54500000	500000	6838	0.464874	0.910174	TRUE	TRUE	1.00049715635099	0.991516843213112	-0.0122908147039048
chr12	54500001	55000000	500000	6913	0.475734	0.891005	TRUE	FALSE	1.01898521481085	1.01246920033233	0.0178780213763594
chr12	55000001	55500000	500000	6862	0.398102	0.864994	TRUE	FALSE	0.964105569345156	0.963603355760385	-0.0534886770992357
chr12	55500001	56000000	500000	7091	0.363336	0.826077	TRUE	FALSE	0.984148031089435	1.00785190758812	0.0112836667303614
chr12	56000001	56500000	500000	7047	0.469374	0.858895	TRUE	FALSE	1.03422133417893	1.03600985893636	0.0510377321469688
chr12	56500001	57000000	500000	6819	0.473476	0.836124	TRUE	FALSE	1.00343239647499	1.01918441079928	0.0274151157577057
chr12	57000001	57500000	500000	6672	0.45604	0.842965	TRUE	FALSE	0.970231865685952	0.98045072678568	-0.0284829662630658
chr12	57500001	58000000	500000	6944	0.489746	0.883719	TRUE	FALSE	1.03498474936307	1.02964138024506	0.0421419402900379
chr12	58000001	58500000	500000	7023	0.448166	0.878627	TRUE	FALSE	1.01480232520851	1.01055187081621	0.0151433759964262
chr12	58500001	59000000	500000	7440	0.388654	0.911393	TRUE	TRUE	1.04038318293927	1.03081283751406	0.0437824094255579
chr12	59000001	59500000	500000	7457	0.372932	0.927245	TRUE	TRUE	1.03867617630991	1.02577996697577	0.0367213015137267
chr12	59500001	60000000	500000	7185	0.364938	0.914632	TRUE	TRUE	0.997934818102804	0.988164086842209	-0.0171774704682022
chr12	60000001	60500000	500000	7273	0.356228	0.925659	TRUE	TRUE	1.00569672023195	0.993561474994515	-0.00931886024995571
chr12	60500001	61000000	500000	7639	0.345122	0.956895	TRUE	TRUE	1.0485513012033	1.0313209910411	0.044493430774568
chr12	61000001	61500000	500000	7171	0.348156	0.894617	TRUE	FALSE	0.98650568318829	0.979697808016876	-0.0295912825034749
chr12	61500001	62000000	500000	7027	0.364142	0.890007	TRUE	FALSE	0.975635559168493	0.969533344408125	-0.0446375782107857
chr12	62000001	62500000	500000	7340	0.363898	0.929932	TRUE	TRUE	1.01897709165012	1.0057878796301	0.00832607326097944
chr12	62500001	63000000	500000	7724	0.368012	0.927463	TRUE	TRUE	1.07421655537884	1.06082749219785	0.0851900696501894
chr12	63000001	63500000	500000	7482	0.413288	0.935802	TRUE	TRUE	1.05599202474812	1.04122846437805	0.0582866567852611
chr12	63500001	64000000	500000	7263	0.374604	0.85655	TRUE	FALSE	1.01183407760777	1.01466771472242	0.021007348288564
chr12	64000001	64500000	500000	7278	0.38738	0.847132	TRUE	FALSE	1.01699911332018	1.02498853855999	0.035607777579391
chr12	64500001	65000000	500000	7326	0.412712	0.849918	TRUE	FALSE	1.03383734921	1.040117186614	0.0567460812726645
chr12	65000001	65500000	500000	7194	0.412998	0.902792	TRUE	TRUE	1.01527703190448	1.00715986346644	0.0102926961801901
chr12	65500001	66000000	500000	7667	0.379196	0.932767	TRUE	TRUE	1.06907425495737	1.05470079909461	0.0768337886164631
chr12	66000001	66500000	500000	7623	0.395444	0.93194	TRUE	TRUE	1.0698898851748	1.05566182705367	0.0781477527185055
chr12	66500001	67000000	500000	7182	0.398868	0.897652	TRUE	FALSE	1.00937390689009	1.00197913727011	0.0028524697404028
chr12	67000001	67500000	500000	7499	0.381042	0.96162	TRUE	TRUE	1.04605616757746	1.02842991711151	0.0404434840129349
chr12	67500001	68000000	500000	7279	0.391626	0.927239	TRUE	TRUE	1.01979089900946	1.00713051727241	0.0102506589357104
chr12	68000001	68500000	500000	7333	0.3972	0.913315	TRUE	TRUE	1.02990857405626	1.02007264779616	0.0286719020820856
chr12	68500001	69000000	500000	7574	0.400252	0.928684	TRUE	TRUE	1.06504769668884	1.05149731822734	0.072445170578446
chr12	69000001	69500000	500000	7126	0.408422	0.887426	TRUE	FALSE	1.00434565378218	0.998510052087818	-0.00215114340815181
chr12	69500001	70000000	500000	7459	0.396558	0.902617	TRUE	TRUE	1.04733604080245	1.03898541638309	0.0551754041367748
chr12	70000001	70500000	500000	7025	0.397482	0.890535	TRUE	FALSE	0.986761913151082	0.98051701148085	-0.028385434213783
chr12	70500001	71000000	500000	7526	0.381734	0.911187	TRUE	TRUE	1.04995951734319	1.04034064351034	0.057055993978191
chr12	71000001	71500000	500000	7320	0.374584	0.930781	TRUE	TRUE	1.01977297635965	1.00642034931115	0.00923299818981939
chr12	71500001	72000000	500000	7225	0.376602	0.935925	TRUE	TRUE	1.00679019305487	0.992692654238954	-0.0105809781803497
chr12	72000001	72500000	500000	7557	0.381058	0.941017	TRUE	TRUE	1.05414997087058	1.0386188079061	0.0546662559255803
chr12	72500001	73000000	500000	7582	0.362446	0.938575	TRUE	TRUE	1.05183646980019	1.03664481872008	0.0519216742427479
chr12	73000001	73500000	500000	7044	0.36209	0.912169	TRUE	TRUE	0.977026334755584	0.967900144440215	-0.047069878536091
chr12	73500001	74000000	500000	7222	0.349816	0.894321	TRUE	FALSE	0.994655696919368	0.987832835439456	-0.0176611703719081
chr12	74000001	74500000	500000	7391	0.345868	0.91214	TRUE	TRUE	1.01508578349052	1.00560947099169	0.00807014246891134
chr12	74500001	75000000	500000	7310	0.357428	0.933856	TRUE	TRUE	1.01148117452126	0.997687450937904	-0.00334016670367955
chr12	75000001	75500000	500000	7471	0.34725	0.930986	TRUE	TRUE	1.02711463841729	1.01362865167894	0.0195292100283239
chr12	75500001	76000000	500000	7847	0.35983	0.94155	TRUE	FALSE	1.08715468672738	1.07106837650967	0.0990505840121465
chr12	76000001	76500000	500000	7595	0.39598	0.924701	TRUE	TRUE	1.06618649520223	1.05354656052602	0.0752540741510854
chr12	76500001	77000000	500000	7492	0.389838	0.904898	TRUE	TRUE	1.04843738096117	1.03977982026554	0.0562780612115267
chr12	77000001	77500000	500000	7403	0.391286	0.92265	TRUE	TRUE	1.03694563437918	1.02512160766875	0.035795063266382
chr12	77500001	78000000	500000	7386	0.374078	0.923983	TRUE	TRUE	1.02891738390291	1.01688223612874	0.0241526121447906
chr12	78000001	78500000	500000	7491	0.356664	0.926228	TRUE	TRUE	1.03609327950563	1.02346131079177	0.0334565661777996
chr12	78500001	79000000	500000	7455	0.355564	0.945905	TRUE	TRUE	1.03047372489034	1.01469298551012	0.0210432788553536
chr12	79000001	79500000	500000	7537	0.344966	0.950631	TRUE	TRUE	1.03442576248415	1.01806454724048	0.0258290339397625
chr12	79500001	80000000	500000	7491	0.378154	0.923707	TRUE	TRUE	1.04424430886639	1.03209346937426	0.0455736313197269
chr12	80000001	80500000	500000	7645	0.37376	0.913293	TRUE	TRUE	1.06496386879393	1.05479743664925	0.0769659703064798
chr12	80500001	81000000	500000	7303	0.36213	0.874908	TRUE	FALSE	1.01297096458143	1.00959244686581	0.0137730221387312
chr12	81000001	81500000	500000	7287	0.360098	0.940702	TRUE	TRUE	1.00970859682625	0.994870014367598	-0.0074200535302162
chr12	81500001	82000000	500000	7261	0.345512	0.952091	TRUE	TRUE	0.996963487160042	0.981051644729224	-0.0275990097847619
chr12	82000001	82500000	500000	7402	0.356248	0.929316	TRUE	TRUE	1.02354610031002	1.01040928217511	0.0149397976887043
chr12	82500001	83000000	500000	7233	0.358402	0.924618	TRUE	TRUE	1.00134635328487	0.989493445990842	-0.0152379434183385
chr12	83000001	83500000	500000	7165	0.374564	0.926729	TRUE	TRUE	0.998177495170568	0.985897592059378	-0.0204902972710711
chr12	83500001	84000000	500000	6876	0.365938	0.891117	TRUE	FALSE	0.9554399652361	0.949315288247955	-0.0750407776639834
chr12	84000001	84500000	500000	6973	0.354846	0.895704	TRUE	FALSE	0.963443804378125	0.956648354384398	-0.0639393798045198
chr12	84500001	85000000	500000	7409	0.343678	0.951893	TRUE	TRUE	1.01582225522994	0.999629200316181	-0.000535050069339086
chr12	85000001	85500000	500000	7369	0.345548	0.959384	TRUE	TRUE	1.01181997181483	0.99496783910476	-0.00727820150639742
chr12	85500001	86000000	500000	7435	0.342568	0.943763	TRUE	TRUE	1.01846001881083	1.00312234653229	0.00449757601086838
chr12	86000001	86500000	500000	7416	0.353474	0.936522	TRUE	TRUE	1.02379275646547	1.00934927611248	0.0134254923040428
chr12	86500001	87000000	500000	7566	0.346704	0.923223	TRUE	TRUE	1.03976341376313	1.02777576000653	0.0395255318317332
chr12	87000001	87500000	500000	7334	0.341408	0.902729	TRUE	TRUE	1.00364294682308	0.995626678247063	-0.00632320641345774
chr12	87500001	88000000	500000	7315	0.353524	0.907819	TRUE	TRUE	1.00988097781328	1.00117427035584	0.00169312012308374
chr12	88000001	88500000	500000	7651	0.357044	0.910887	TRUE	TRUE	1.05844434199611	1.0488058241701	0.0687476021883145
chr12	88500001	89000000	500000	7750	0.364162	0.932188	TRUE	FALSE	1.07602754910101	1.06167070443466	0.086336358658487
chr12	89000001	89500000	500000	7349	0.368368	0.929388	TRUE	TRUE	1.02221386362917	1.00908112358526	0.0130421624418258
chr12	89500001	90000000	500000	7557	0.391832	0.928037	TRUE	TRUE	1.05887046407276	1.04553881609157	0.0642466236140523
chr12	90000001	90500000	500000	7352	0.373314	0.953787	TRUE	TRUE	1.0240988359113	1.00758313486007	0.0108988792517137
chr12	90500001	91000000	500000	7574	0.357194	0.941737	TRUE	TRUE	1.04787781245002	1.03234938057673	0.0459313082828971
chr12	91000001	91500000	500000	7660	0.35246	0.949818	TRUE	TRUE	1.05680306725179	1.04017243757454	0.0568227151085137
chr12	91500001	92000000	500000	7642	0.357426	0.950598	TRUE	TRUE	1.05741871211629	1.04069725646232	0.0575504431589362
chr12	92000001	92500000	500000	7401	0.37533	0.946128	TRUE	TRUE	1.03113557374638	1.0153173975939	0.0219307977100774
chr12	92500001	93000000	500000	7281	0.394722	0.937392	TRUE	TRUE	1.02160050025388	1.0070311371161	0.0101082917543258
chr12	93000001	93500000	500000	7322	0.396474	0.893895	TRUE	FALSE	1.0280650575408	1.02107440102885	0.0300879926453379
chr12	93500001	94000000	500000	7227	0.416062	0.897919	TRUE	FALSE	1.02070366080644	1.01318773459738	0.018901517355869
chr12	94000001	94500000	500000	7122	0.41254	0.922534	TRUE	TRUE	1.00500829641895	0.993574177778188	-0.00930041536625172
chr12	94500001	95000000	500000	7177	0.415462	0.919256	TRUE	TRUE	1.01347111519946	1.00267462226381	0.00385351322426717
chr12	95000001	95500000	500000	7290	0.419972	0.899496	TRUE	FALSE	1.03112321183916	1.02330334465222	0.0332338762207395
chr12	95500001	96000000	500000	7219	0.412052	0.868294	TRUE	FALSE	1.01857507726755	1.01694475866668	0.0242413128609194
chr12	96000001	96500000	500000	7258	0.413328	0.878424	TRUE	FALSE	1.02438651073145	1.02014358202115	0.0287722213062607
chr12	96500001	97000000	500000	7362	0.41061	0.889729	TRUE	FALSE	1.03833045507422	1.03188008276206	0.0452753214814118
chr12	97000001	97500000	500000	7197	0.379376	0.921626	TRUE	TRUE	1.00358097285042	0.992364293933255	-0.0110582680529779
chr12	97500001	98000000	500000	7190	0.385222	0.944903	TRUE	TRUE	1.0038595774143	0.988605853103206	-0.0165326468175539
chr12	98000001	98500000	500000	6899	0.388494	0.894104	TRUE	FALSE	0.964638601567594	0.958050978124385	-0.0618256707312171
chr12	98500001	99000000	500000	7288	0.41158	0.901369	TRUE	TRUE	1.02818495146376	1.02014707157028	0.0287771562455259
chr12	99000001	99500000	500000	7175	0.4011	0.933247	TRUE	TRUE	1.00927141405507	0.99561640041649	-0.00633809939699987
chr12	99500001	100000000	500000	7488	0.366928	0.926873	TRUE	TRUE	1.04092172304778	1.02808294051965	0.0399566585488792
chr12	100000001	100500000	500000	7396	0.375038	0.900542	TRUE	TRUE	1.03040709552389	1.02245815896688	0.0320418064080232
chr12	100500001	101000000	500000	7424	0.406968	0.901157	TRUE	TRUE	1.04598216931406	1.03783282239509	0.0535740682371591
chr12	101000001	101500000	500000	7257	0.394008	0.926309	TRUE	TRUE	1.01795166687525	1.00552270775394	0.00794566244295227
chr12	101500001	102000000	500000	6859	0.400448	0.862359	TRUE	FALSE	0.964578755018833	0.96490948187702	-0.0515344853276452
chr12	102000001	102500000	500000	7051	0.398464	0.916621	TRUE	TRUE	0.990803282925653	0.980742480451004	-0.0280537259743718
chr12	102500001	103000000	500000	7386	0.386514	0.917409	TRUE	TRUE	1.03167672773427	1.02105249957474	0.0300570473409879
chr12	103000001	103500000	500000	6987	0.399354	0.935677	TRUE	TRUE	0.982157635574592	0.968448005182922	-0.0462535005538092
chr12	103500001	104000000	500000	7129	0.38414	0.919756	TRUE	TRUE	0.995061381524979	0.984351027933223	-0.0227552102681858
chr12	104000001	104500000	500000	7166	0.423684	0.910904	TRUE	TRUE	1.01494076366753	1.00569524625273	0.00819319447862608
chr12	104500001	105000000	500000	7384	0.436574	0.889974	TRUE	FALSE	1.05605093523545	1.04945064376389	0.069634317490982
chr12	105000001	105500000	500000	7333	0.414008	0.919213	TRUE	TRUE	1.03513210659393	1.02411469972497	0.034377304651834
chr12	105500001	106000000	500000	7396	0.41445	0.913876	TRUE	TRUE	1.04413245299538	1.03405363166942	0.0483110136382862
chr12	106000001	106500000	500000	7268	0.41756	0.937195	TRUE	TRUE	1.02702498292781	1.01241395150886	0.0177992936694459
chr12	106500001	107000000	500000	7086	0.423426	0.894769	TRUE	FALSE	1.00350509918144	0.996558537918114	-0.0049735433265424
chr12	107000001	107500000	500000	7425	0.40263	0.931148	TRUE	TRUE	1.04502225446647	1.03127120947783	0.0444237906252041
chr12	107500001	108000000	500000	7009	0.441132	0.932567	TRUE	TRUE	1.00660712034429	0.993109094634208	-0.00997588605349735
chr12	108000001	108500000	500000	6950	0.42946	0.923438	TRUE	TRUE	0.98806105237856	0.976622607914369	-0.0341269194632633
chr12	108500001	109000000	500000	7137	0.463198	0.954036	TRUE	TRUE	1.04308486764837	1.02623744612075	0.0373645737398678
chr12	109000001	109500000	500000	6295	-1	0.797947	FALSE	FALSE	0	0	0
chr12	109500001	110000000	500000	6938	0.461424	0.914008	TRUE	TRUE	1.01284630641246	1.00304505355366	0.00438640862073244
chr12	110000001	110500000	500000	6834	0.491156	0.900996	TRUE	TRUE	1.01999127179706	1.01206490996584	0.0173018219321594
chr12	110500001	111000000	500000	7263	0.436948	0.835485	TRUE	FALSE	1.0390974831746	1.0559310543016	0.078515638802043
chr12	111000001	111500000	500000	6626	0.466122	0.868043	TRUE	FALSE	0.970340347544214	0.968866838461567	-0.045629700343476
chr12	111500001	112000000	500000	7028	0.479902	0.895805	TRUE	FALSE	1.03930665000414	1.03196141309432	0.0453890267900008
chr12	112000001	112500000	500000	7098	0.444564	0.817273	TRUE	FALSE	1.02235529851574	1.05542319494878	0.0778215949823735
chr12	112500001	113000000	500000	7337	0.439238	0.849971	TRUE	FALSE	1.05191952751651	1.05827361374714	0.0817126805351997
chr12	113000001	113500000	500000	6932	0.4441	0.923826	TRUE	TRUE	0.998036618362301	0.986397248701522	-0.0197593191634448
chr12	113500001	114000000	500000	6636	0.504004	0.904529	TRUE	TRUE	1.0052354041242	0.996980821708996	-0.00436234221117478
chr12	114000001	114500000	500000	6693	0.480566	0.945121	TRUE	TRUE	0.990301412164954	0.975228066892165	-0.0361884478223276
chr12	114500001	115000000	500000	6718	0.438188	0.954939	TRUE	TRUE	0.962229425210267	0.946602539564125	-0.0791693023149368
chr12	115000001	115500000	500000	6747	0.443186	0.917334	TRUE	TRUE	0.970632696466555	0.960650386899984	-0.0579166137903855
chr12	115500001	116000000	500000	6838	0.423534	0.947664	TRUE	TRUE	0.968425866181501	0.953393116996148	-0.0688568849521558
chr12	116000001	116500000	500000	7307	0.422536	0.95385	TRUE	TRUE	1.03445242100507	1.01776334061673	0.0254021321293194
chr12	116500001	117000000	500000	7117	0.425584	0.912374	TRUE	TRUE	1.00891316320779	0.999451306859253	-0.000791814124485796
chr12	117000001	117500000	500000	6628	0.460372	0.90407	TRUE	TRUE	0.966925752901807	0.959041078641432	-0.060335483311282
chr12	117500001	118000000	500000	6568	0.469472	0.915034	TRUE	TRUE	0.963981957698183	0.95447286648439	-0.0672239092485257
chr12	118000001	118500000	500000	7007	0.446182	0.8931	TRUE	FALSE	1.01071172392936	1.0039516948385	0.00568985564976982
chr12	118500001	119000000	500000	6931	0.426212	0.862071	TRUE	FALSE	0.982906097612831	0.983335993242513	-0.0242436437728548
chr12	119000001	119500000	500000	6899	0.423878	0.924742	TRUE	TRUE	0.977203996951975	0.965610138458338	-0.050487271086495
chr12	119500001	120000000	500000	6805	0.44086	0.918572	TRUE	TRUE	0.977079150570127	0.966809828358071	-0.0486959556157071
chr12	120000001	120500000	500000	7187	0.43644	0.87544	TRUE	FALSE	1.02775280898553	1.02419946124678	0.0344967053078152
chr12	120500001	121000000	500000	6774	0.48974	0.838511	TRUE	FALSE	1.00964105764148	1.02360144753826	0.0336540926959339
chr12	121000001	121500000	500000	6849	0.463422	0.865596	TRUE	FALSE	1.00113842805175	1.00041956599749	0.000605178836553626
chr12	121500001	122000000	500000	6775	-1	0.848787	FALSE	FALSE	0	0	0
chr12	122000001	122500000	500000	6596	0.502722	0.814905	TRUE	FALSE	0.997544381492157	1.03214879647249	0.0456509673297333
chr12	122500001	123000000	500000	6200	-1	0.750321	FALSE	FALSE	0	0	0
chr12	123000001	123500000	500000	6738	0.471964	0.841111	TRUE	FALSE	0.990488824084694	1.00217352180236	0.00313232626762016
chr12	123500001	124000000	500000	6950	-1	0.838252	FALSE	FALSE	0	0	0
chr12	124000001	124500000	500000	6842	0.458526	0.88665	TRUE	FALSE	0.996863383458047	0.991206326185076	-0.0127426996538918
chr12	124500001	125000000	500000	6424	0.516816	0.93248	TRUE	TRUE	0.989221401093986	0.975971716128937	-0.0350887561071757
chr12	125000001	125500000	500000	6713	0.514072	0.904949	TRUE	TRUE	1.03013758246728	1.02162458585351	0.0308651496737677
chr12	125500001	126000000	500000	6915	0.464988	0.92151	TRUE	TRUE	1.01184281512528	1.00055971804985	0.000807276552258772
chr12	126000001	126500000	500000	6972	0.415418	0.929293	TRUE	TRUE	0.984511337066823	0.971879521045424	-0.0411506135288323
chr12	126500001	127000000	500000	7016	0.406744	0.928315	TRUE	TRUE	0.988449987665622	0.97594445713027	-0.0351290513029802
chr12	127000001	127500000	500000	7084	0.403344	0.942968	TRUE	TRUE	0.997245329735352	0.982321334285879	-0.0257330626603125
chr12	127500001	128000000	500000	6935	0.415266	0.942526	TRUE	TRUE	0.979247557329221	0.964644332672603	-0.0519309805607203
chr12	128000001	128500000	500000	7065	0.411866	0.926429	TRUE	TRUE	0.996799153518738	0.984602101576115	-0.0223872759623528
chr12	128500001	129000000	500000	6610	0.439374	0.937428	TRUE	TRUE	0.947807605302987	0.934284606592618	-0.0980659968006061
chr12	129000001	129500000	500000	6641	0.461184	0.910689	TRUE	TRUE	0.96933822148643	0.960546244452821	-0.058073022343017
chr12	129500001	130000000	500000	6553	0.430624	0.895113	TRUE	FALSE	0.93257614768149	0.926075629030516	-0.110798077242163
chr12	130000001	130500000	500000	6844	0.430788	0.937663	TRUE	TRUE	0.974130875858054	0.960191925354882	-0.0586052910502494
chr12	130500001	131000000	500000	6514	0.471356	0.951969	TRUE	TRUE	0.957184927683329	0.941919446858147	-0.0863244093459526
chr12	131000001	131500000	500000	6591	0.47168	0.917621	TRUE	TRUE	0.968700938601534	0.958687758318229	-0.0608670845200381
chr12	131500001	132000000	500000	6094	0.50958	0.948468	TRUE	TRUE	0.929665875570062	0.915159460917603	-0.12790494883366
chr12	132000001	132500000	500000	6689	0.508242	0.89977	TRUE	FALSE	1.01861553431078	1.01085569069048	0.0155770534374148
chr12	132500001	133000000	500000	4688	-1	0.724865	FALSE	FALSE	0	0	0
chr12	133000001	133500000	500000	6133	0.548874	0.87913	TRUE	FALSE	0.978694100985618	0.974482056244788	-0.0372924744170217
chr12	133500001	134000000	500000	2167	-1	0.837019	FALSE	FALSE	0	0	0
chr13	1	500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	500001	1000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	1000001	1500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	1500001	2000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	2000001	2500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	2500001	3000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	3000001	3500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	3500001	4000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	4000001	4500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	4500001	5000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	5000001	5500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	5500001	6000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	6000001	6500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	6500001	7000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	7000001	7500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	7500001	8000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	8000001	8500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	8500001	9000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	9000001	9500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	9500001	10000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	10000001	10500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	10500001	11000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	11000001	11500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	11500001	12000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	12000001	12500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	12500001	13000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	13000001	13500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	13500001	14000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	14000001	14500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	14500001	15000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	15000001	15500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	15500001	16000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	16000001	16500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	16500001	17000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	17000001	17500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	17500001	18000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	18000001	18500000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	18500001	19000000	500000	0	-1	0	FALSE	FALSE	0	0	0
chr13	19000001	19500000	500000	4057	-1	0.599407	FALSE	FALSE	0	0	0
chr13	19500001	20000000	500000	6408	0.425462	0.875466	TRUE	FALSE	0.908343992018475	0.905198066370165	-0.14369459207791
chr13	20000001	20500000	500000	6446	0.4166	0.79261	TRUE	FALSE	0.91055200209993	0.967552085929621	-0.0475887673877058
chr13	20500001	21000000	500000	6975	0.428976	0.917721	TRUE	TRUE	0.991202995760181	0.980939130288383	-0.0277644784791859
chr13	21000001	21500000	500000	7081	0.414842	0.897575	TRUE	FALSE	0.999756452864257	0.992442919479419	-0.0109439670923308
chr13	21500001	22000000	500000	6880	0.435794	0.87538	TRUE	FALSE	0.983293007635132	0.97990691847641	-0.0292833809965689
chr13	22000001	22500000	500000	6864	0.414154	0.909164	TRUE	TRUE	0.968960258505006	0.960442132870966	-0.0582294014911287
chr13	22500001	23000000	500000	6827	0.40181	0.942615	TRUE	TRUE	0.96057822780077	0.946243254398921	-0.0797169844705387
chr13	23000001	23500000	500000	6842	0.382622	0.891886	TRUE	FALSE	0.95469480901179	0.948471944309615	-0.0763229953718729
chr13	23500001	24000000	500000	7104	0.410242	0.896686	TRUE	FALSE	1.0018200921492	0.994616171597152	-0.00778820658466785
chr13	24000001	24500000	500000	7090	0.411336	0.923567	TRUE	TRUE	1.00018447857347	0.988577215483413	-0.0165744389537685
chr13	24500001	25000000	500000	6765	0.440478	0.920041	TRUE	TRUE	0.971008463081376	0.960495841185948	-0.0581487276528833
chr13	25000001	25500000	500000	6584	0.4225	0.894444	TRUE	FALSE	0.93208506193544	0.925675339180298	-0.111421807107289
chr13	25500001	26000000	500000	6587	0.417356	0.898211	TRUE	FALSE	0.930719669518597	0.923828293559667	-0.114303363429635
chr13	26000001	26500000	500000	6944	0.412066	0.923516	TRUE	TRUE	0.979776997913167	0.968417591814053	-0.0462988079995259
chr13	26500001	27000000	500000	7054	0.405208	0.925712	TRUE	TRUE	0.993477250336923	0.981477844234276	-0.0269723940569554
chr13	27000001	27500000	500000	6801	0.430918	0.936172	TRUE	TRUE	0.968122085237384	0.954523791990051	-0.0671469369037474
chr13	27500001	28000000	500000	6884	0.438284	0.916412	TRUE	TRUE	0.986094286246149	0.976118924815416	-0.0348711665773579
chr13	28000001	28500000	500000	7051	0.422772	0.938176	TRUE	TRUE	0.998297189008186	0.983926184484868	-0.0233780082579679
